"task","batch","WSI","ROI","left","top","width","height","widthMicrons","heightMicrons"
"doVTA","FDA-HTT-batch004","HTT-TILS-001-39B.ndpi","HTT-TILS-001-39B.ndpi_x16892.2190_y31098.2190",16892,31098,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-39B.ndpi","HTT-TILS-001-39B.ndpi_x26200.2190_y3733.2190",26200,3733,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-39B.ndpi","HTT-TILS-001-39B.ndpi_x39781.2190_y33336.2190",39781,33336,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-39B.ndpi","HTT-TILS-001-39B.ndpi_x23606.2190_y19857.2190",23606,19857,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-40B.ndpi","HTT-TILS-001-40B.ndpi_x51120.2190_y23604.2190",51120,23604,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-40B.ndpi","HTT-TILS-001-40B.ndpi_x53640.2190_y22404.2190",53640,22404,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-40B.ndpi","HTT-TILS-001-40B.ndpi_x25874.2190_y21240.2190",25874,21240,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-40B.ndpi","HTT-TILS-001-40B.ndpi_x47520.2190_y11904.2190",47520,11904,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-40B.ndpi","HTT-TILS-001-40B.ndpi_x24654.2190_y16102.2190",24654,16102,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-40B.ndpi","HTT-TILS-001-40B.ndpi_x50820.2190_y20304.2190",50820,20304,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-40B.ndpi","HTT-TILS-001-40B.ndpi_x23940.2190_y4644.2190",23940,4644,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-40B.ndpi","HTT-TILS-001-40B.ndpi_x24495.2190_y12207.2190",24495,12207,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-40B.ndpi","HTT-TILS-001-40B.ndpi_x46020.2190_y8064.2190",46020,8064,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-40B.ndpi","HTT-TILS-001-40B.ndpi_x49920.2190_y14664.2190",49920,14664,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-41B.ndpi","HTT-TILS-001-41B.ndpi_x7170.2190_y7496.2190",7170,7496,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-41B.ndpi","HTT-TILS-001-41B.ndpi_x2572.2190_y8345.2190",2572,8345,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-41B.ndpi","HTT-TILS-001-41B.ndpi_x23459.2190_y20465.2190",23459,20465,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-41B.ndpi","HTT-TILS-001-41B.ndpi_x20341.2190_y21404.2190",20341,21404,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-41B.ndpi","HTT-TILS-001-41B.ndpi_x11700.2190_y24264.2190",11700,24264,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-41B.ndpi","HTT-TILS-001-41B.ndpi_x8660.2190_y25529.2190",8660,25529,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-41B.ndpi","HTT-TILS-001-41B.ndpi_x33483.2190_y6909.2190",33483,6909,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-41B.ndpi","HTT-TILS-001-41B.ndpi_x37357.2190_y6026.2190",37357,6026,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-41B.ndpi","HTT-TILS-001-41B.ndpi_x15559.2190_y24005.2190",15559,24005,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch004","HTT-TILS-001-41B.ndpi","HTT-TILS-001-41B.ndpi_x35280.2190_y17580.2190",35280,17580,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-42B.ndpi","HTT-TILS-001-42B.ndpi_x9484.2190_y39218.2190",9484,39218,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-42B.ndpi","HTT-TILS-001-42B.ndpi_x10504.2190_y9627.2190",10504,9627,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-42B.ndpi","HTT-TILS-001-42B.ndpi_x12619.2190_y16760.2190",12619,16760,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-42B.ndpi","HTT-TILS-001-42B.ndpi_x13916.2190_y10876.2190",13916,10876,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-42B.ndpi","HTT-TILS-001-42B.ndpi_x9243.2190_y28900.2190",9243,28900,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-42B.ndpi","HTT-TILS-001-42B.ndpi_x9321.2190_y18852.2190",9321,18852,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-42B.ndpi","HTT-TILS-001-42B.ndpi_x9908.2190_y14806.2190",9908,14806,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-42B.ndpi","HTT-TILS-001-42B.ndpi_x12819.2190_y13955.2190",12819,13955,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-42B.ndpi","HTT-TILS-001-42B.ndpi_x12085.2190_y31565.2190",12085,31565,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-42B.ndpi","HTT-TILS-001-42B.ndpi_x11836.2190_y21940.2190",11836,21940,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-43B.ndpi","HTT-TILS-001-43B.ndpi_x29746.2190_y41643.2190",29746,41643,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-43B.ndpi","HTT-TILS-001-43B.ndpi_x20540.2190_y8335.2190",20540,8335,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-43B.ndpi","HTT-TILS-001-43B.ndpi_x23866.2190_y44055.2190",23866,44055,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-43B.ndpi","HTT-TILS-001-43B.ndpi_x17504.2190_y8434.2190",17504,8434,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-43B.ndpi","HTT-TILS-001-43B.ndpi_x14785.2190_y13832.2190",14785,13832,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-43B.ndpi","HTT-TILS-001-43B.ndpi_x20780.2190_y45598.2190",20780,45598,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-43B.ndpi","HTT-TILS-001-43B.ndpi_x16531.2190_y11034.2190",16531,11034,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-43B.ndpi","HTT-TILS-001-43B.ndpi_x42194.2190_y27845.2190",42194,27845,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-43B.ndpi","HTT-TILS-001-43B.ndpi_x12601.2190_y19050.2190",12601,19050,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-43B.ndpi","HTT-TILS-001-43B.ndpi_x18655.2190_y5894.2190",18655,5894,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-44B.ndpi","HTT-TILS-001-44B.ndpi_x53261.2190_y11250.2190",53261,11250,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-44B.ndpi","HTT-TILS-001-44B.ndpi_x40825.2190_y11184.2190",40825,11184,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-44B.ndpi","HTT-TILS-001-44B.ndpi_x36149.2190_y9591.2190",36149,9591,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-44B.ndpi","HTT-TILS-001-44B.ndpi_x23635.2190_y12227.2190",23635,12227,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-44B.ndpi","HTT-TILS-001-44B.ndpi_x18232.2190_y11783.2190",18232,11783,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-44B.ndpi","HTT-TILS-001-44B.ndpi_x49774.2190_y8649.2190",49774,8649,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-44B.ndpi","HTT-TILS-001-44B.ndpi_x19898.2190_y15681.2190",19898,15681,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-44B.ndpi","HTT-TILS-001-44B.ndpi_x13234.2190_y12799.2190",13234,12799,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-44B.ndpi","HTT-TILS-001-44B.ndpi_x9611.2190_y13824.2190",9611,13824,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-44B.ndpi","HTT-TILS-001-44B.ndpi_x44970.2190_y12278.2190",44970,12278,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-46B.ndpi","HTT-TILS-001-46B.ndpi_x7864.2190_y18450.2190",7864,18450,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-46B.ndpi","HTT-TILS-001-46B.ndpi_x7912.2190_y20452.2190",7912,20452,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-46B.ndpi","HTT-TILS-001-46B.ndpi_x7522.2190_y22649.2190",7522,22649,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-46B.ndpi","HTT-TILS-001-46B.ndpi_x10915.2190_y17693.2190",10915,17693,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-46B.ndpi","HTT-TILS-001-46B.ndpi_x8725.2190_y7795.2190",8725,7795,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-46B.ndpi","HTT-TILS-001-46B.ndpi_x11098.2190_y15008.2190",11098,15008,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-46B.ndpi","HTT-TILS-001-46B.ndpi_x8160.2190_y12629.2190",8160,12629,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-46B.ndpi","HTT-TILS-001-46B.ndpi_x8452.2190_y10141.2190",8452,10141,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-46B.ndpi","HTT-TILS-001-46B.ndpi_x8645.2190_y15240.2190",8645,15240,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-46B.ndpi","HTT-TILS-001-46B.ndpi_x11165.2190_y11961.2190",11165,11961,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-47B.ndpi","HTT-TILS-001-47B.ndpi_x21417.2190_y12395.2190",21417,12395,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-47B.ndpi","HTT-TILS-001-47B.ndpi_x6641.2190_y8682.2190",6641,8682,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-47B.ndpi","HTT-TILS-001-47B.ndpi_x23451.2190_y15447.2190",23451,15447,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-47B.ndpi","HTT-TILS-001-47B.ndpi_x13940.2190_y11759.2190",13940,11759,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-47B.ndpi","HTT-TILS-001-47B.ndpi_x19306.2190_y14633.2190",19306,14633,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-47B.ndpi","HTT-TILS-001-47B.ndpi_x9718.2190_y9191.2190",9718,9191,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-47B.ndpi","HTT-TILS-001-47B.ndpi_x33524.2190_y12905.2190",33524,12905,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-47B.ndpi","HTT-TILS-001-47B.ndpi_x10964.2190_y11912.2190",10964,11912,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-47B.ndpi","HTT-TILS-001-47B.ndpi_x26249.2190_y15778.2190",26249,15778,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-47B.ndpi","HTT-TILS-001-47B.ndpi_x29021.2190_y16083.2190",29021,16083,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-48B.ndpi","HTT-TILS-001-48B.ndpi_x10243.2190_y54407.2190",10243,54407,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-48B.ndpi","HTT-TILS-001-48B.ndpi_x13043.2190_y51731.2190",13043,51731,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-48B.ndpi","HTT-TILS-001-48B.ndpi_x15532.2190_y55091.2190",15532,55091,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-48B.ndpi","HTT-TILS-001-48B.ndpi_x13043.2190_y54842.2190",13043,54842,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-48B.ndpi","HTT-TILS-001-48B.ndpi_x18519.2190_y51918.2190",18519,51918,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-48B.ndpi","HTT-TILS-001-48B.ndpi_x33892.2190_y7072.2190",33892,7072,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-48B.ndpi","HTT-TILS-001-48B.ndpi_x8999.2190_y51420.2190",8999,51420,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-48B.ndpi","HTT-TILS-001-48B.ndpi_x18581.2190_y54842.2190",18581,54842,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-48B.ndpi","HTT-TILS-001-48B.ndpi_x16296.2190_y11690.2190",16296,11690,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-48B.ndpi","HTT-TILS-001-48B.ndpi_x24788.2190_y12599.2190",24788,12599,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-49B.ndpi","HTT-TILS-001-49B.ndpi_x49314.2190_y40147.2190",49314,40147,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-49B.ndpi","HTT-TILS-001-49B.ndpi_x47165.2190_y10804.2190",47165,10804,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-49B.ndpi","HTT-TILS-001-49B.ndpi_x45595.2190_y13944.2190",45595,13944,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-49B.ndpi","HTT-TILS-001-49B.ndpi_x42349.2190_y13526.2190",42349,13526,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-49B.ndpi","HTT-TILS-001-49B.ndpi_x29209.2190_y8565.2190",29209,8565,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-49B.ndpi","HTT-TILS-001-49B.ndpi_x65350.2190_y44343.2190",65350,44343,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-49B.ndpi","HTT-TILS-001-49B.ndpi_x68326.2190_y41333.2190",68326,41333,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-49B.ndpi","HTT-TILS-001-49B.ndpi_x38258.2190_y9382.2190",38258,9382,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-49B.ndpi","HTT-TILS-001-49B.ndpi_x33394.2190_y11770.2190",33394,11770,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-49B.ndpi","HTT-TILS-001-49B.ndpi_x62695.2190_y41993.2190",62695,41993,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-50B.ndpi","HTT-TILS-001-50B.ndpi_x34597.2190_y27917.2190",34597,27917,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-50B.ndpi","HTT-TILS-001-50B.ndpi_x56624.2190_y12642.2190",56624,12642,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-50B.ndpi","HTT-TILS-001-50B.ndpi_x30815.2190_y10632.2190",30815,10632,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-50B.ndpi","HTT-TILS-001-50B.ndpi_x39884.2190_y27444.2190",39884,27444,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-50B.ndpi","HTT-TILS-001-50B.ndpi_x55065.2190_y31168.2190",55065,31168,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-50B.ndpi","HTT-TILS-001-50B.ndpi_x22840.2190_y25205.2190",22840,25205,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-50B.ndpi","HTT-TILS-001-50B.ndpi_x62251.2190_y9181.2190",62251,9181,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-50B.ndpi","HTT-TILS-001-50B.ndpi_x45774.2190_y9940.2190",45774,9940,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-50B.ndpi","HTT-TILS-001-50B.ndpi_x53298.2190_y9315.2190",53298,9315,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch005","HTT-TILS-001-50B.ndpi","HTT-TILS-001-50B.ndpi_x20589.2190_y28549.2190",20589,28549,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-52B.ndpi","HTT-TILS-001-52B.ndpi_x59328.2190_y14848.2190",59328,14848,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-52B.ndpi","HTT-TILS-001-52B.ndpi_x77292.2190_y19850.2190",77292,19850,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-52B.ndpi","HTT-TILS-001-52B.ndpi_x57110.2190_y50014.2190",57110,50014,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-52B.ndpi","HTT-TILS-001-52B.ndpi_x22110.2190_y13641.2190",22110,13641,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-52B.ndpi","HTT-TILS-001-52B.ndpi_x71829.2190_y49452.2190",71829,49452,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-52B.ndpi","HTT-TILS-001-52B.ndpi_x67933.2190_y47867.2190",67933,47867,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-52B.ndpi","HTT-TILS-001-52B.ndpi_x61799.2190_y13338.2190",61799,13338,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-52B.ndpi","HTT-TILS-001-52B.ndpi_x80180.2190_y17427.2190",80180,17427,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-52B.ndpi","HTT-TILS-001-52B.ndpi_x49573.2190_y49246.2190",49573,49246,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-52B.ndpi","HTT-TILS-001-52B.ndpi_x24761.2190_y13563.2190",24761,13563,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-53B.ndpi","HTT-TILS-001-53B.ndpi_x13921.2190_y12223.2190",13921,12223,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-53B.ndpi","HTT-TILS-001-53B.ndpi_x25605.2190_y17849.2190",25605,17849,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-53B.ndpi","HTT-TILS-001-53B.ndpi_x23223.2190_y14905.2190",23223,14905,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-53B.ndpi","HTT-TILS-001-53B.ndpi_x19772.2190_y11529.2190",19772,11529,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-53B.ndpi","HTT-TILS-001-53B.ndpi_x28231.2190_y19968.2190",28231,19968,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-53B.ndpi","HTT-TILS-001-53B.ndpi_x9799.2190_y10981.2190",9799,10981,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-53B.ndpi","HTT-TILS-001-53B.ndpi_x7342.2190_y10913.2190",7342,10913,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-53B.ndpi","HTT-TILS-001-53B.ndpi_x25699.2190_y20250.2190",25699,20250,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-53B.ndpi","HTT-TILS-001-53B.ndpi_x28888.2190_y28271.2190",28888,28271,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-53B.ndpi","HTT-TILS-001-53B.ndpi_x36842.2190_y33506.2190",36842,33506,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-54B.ndpi","HTT-TILS-001-54B.ndpi_x33086.2190_y53427.2190",33086,53427,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-54B.ndpi","HTT-TILS-001-54B.ndpi_x28901.2190_y51555.2190",28901,51555,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-54B.ndpi","HTT-TILS-001-54B.ndpi_x42178.2190_y31946.2190",42178,31946,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-54B.ndpi","HTT-TILS-001-54B.ndpi_x57756.2190_y28260.2190",57756,28260,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-54B.ndpi","HTT-TILS-001-54B.ndpi_x49483.2190_y31997.2190",49483,31997,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-54B.ndpi","HTT-TILS-001-54B.ndpi_x51614.2190_y49123.2190",51614,49123,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-54B.ndpi","HTT-TILS-001-54B.ndpi_x42466.2190_y18409.2190",42466,18409,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-54B.ndpi","HTT-TILS-001-54B.ndpi_x37357.2190_y31412.2190",37357,31412,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-54B.ndpi","HTT-TILS-001-54B.ndpi_x26314.2190_y31263.2190",26314,31263,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-54B.ndpi","HTT-TILS-001-54B.ndpi_x50660.2190_y46223.2190",50660,46223,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-56B.ndpi","HTT-TILS-001-56B.ndpi_x5903.2190_y41303.2190",5903,41303,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-56B.ndpi","HTT-TILS-001-56B.ndpi_x14143.2190_y54899.2190",14143,54899,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-56B.ndpi","HTT-TILS-001-56B.ndpi_x111873.2190_y48972.2190",111873,48972,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-56B.ndpi","HTT-TILS-001-56B.ndpi_x60135.2190_y59162.2190",60135,59162,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-56B.ndpi","HTT-TILS-001-56B.ndpi_x36111.2190_y71249.2190",36111,71249,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-56B.ndpi","HTT-TILS-001-56B.ndpi_x33954.2190_y65231.2190",33954,65231,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-56B.ndpi","HTT-TILS-001-56B.ndpi_x104525.2190_y48314.2190",104525,48314,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-56B.ndpi","HTT-TILS-001-56B.ndpi_x7914.2190_y38451.2190",7914,38451,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-56B.ndpi","HTT-TILS-001-56B.ndpi_x5241.2190_y34999.2190",5241,34999,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-56B.ndpi","HTT-TILS-001-56B.ndpi_x8062.2190_y35347.2190",8062,35347,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-57B.ndpi","HTT-TILS-001-57B.ndpi_x15368.2190_y41383.2190",15368,41383,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-57B.ndpi","HTT-TILS-001-57B.ndpi_x21468.2190_y40811.2190",21468,40811,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-57B.ndpi","HTT-TILS-001-57B.ndpi_x12175.2190_y42193.2190",12175,42193,2190,2190,500.079921448633,500.079921448633
"doVTA","FDA-HTT-batch006","HTT-TILS-001-57B.ndpi","HTT-TILS-001-57B.ndpi_x16512.2190_y8168.2190",16512,8168,2190,2190,500.079921448633,500.079921448633
